text;created_at;user_name;comment_number;retweet_number;quote_tweet_number;like_number
Why is de-escalation of #breastcancer treatment important? Our experts will present you their research on 1️⃣4️⃣ October during a FREE online webinar organized by  @EORTC and @BIGagainstBC    🗓️Register now: ;01/03/2022;Mohammed;42;0;0;0
#ESMO20 PRESS RELEASE: KEYTRUDA® (pembrolizumab) Reduced the Risk of Distant Metastasis or Death by 40% Compared Versus Placebo as Adjuvant Treatment in Resected, High-Risk Stage III #Melanoma  ;01/01/2022;Nael2013;0;0;0;0
#ESMO20 LATE BREAKING ABSTRACT: REACTION: A phase II study of etoposide and cis/carboplatin with or without pembrolizumab in untreated extensive small cell #lungcancer #lcsm @BenjaminBesseMD  Presentation available today!  More info: ;01/02/2022;Ismaël2017;50;400;0;1600
#ESMO20 First-line chemotherapy (CT) in advanced well-differentiated/ dedifferentiated liposarcoma (WD/DD LPS): an @EORTC Soft Tissue and Bone #Sarcoma Group (STBSG) retrospective analysis @SilviaStacchia  Presentation available today!   More info: ;01/03/2022;Jules19;0;0;0;0
#ESMO20 A new benchmark for designing phase II trials for advanced or metastatic leiomyosarcoma (LMS) patients using progression free survival (PFS) as primary endpoint – @EORTC Soft Tissue and Bone #Sarcoma Group (STBSG) meta-analysis #scmsm  More info: ;01/01/2022;Alexandre20;0;0;0;0
Prof Anne-Sophie Darlington welcomes everyone to the @EORTC QLG virtual meeting, and talks about the importance of assessing cancer patients’ quality of life. @asdarlington ;01/04/2022;Agathe2015;11;22;0;242
5 @EORTC abstracts will be presented at #ESMO20  📌 Find out which ones: ;01/05/2022;Anaé2013;0;0;0;0
#ENAsymp Want to present your late breaking data at ENA2020? Abstract submission is now open ;01/02/2022;Mia5;65;585;0;585
Online first: the phase 3 STRASS trial (@EORTC-62092) - #Preoperative #radiotherapy plus #surgery vs surgery alone for patients with primary retroperitoneal #sarcoma ;01/02/2022;Elias8;0;0;0;0
@EORTC Quality of life Group 2020 #newsletter is out!   Take a look: ;01/04/2022;Axel19;0;0;0;0
Pediatric randomized trial ⁦@EORTC⁩ CLG 58951: Outcome for adolescent population with acute lymphoblastic #leukemia ;01/01/2022;Margot2015;37;0;0;0
Excellent article on #quality lung cancer care. MDTs vital in #lungcancer management. Documentation and monitoring of MDT decisions essential. @EORTC @DavidDbal @Eric73363938 @DasanthaJ @RadOncDoc_Gee @MoniqueHeinke @mimboxer  #multidisciplinarycare ;01/04/2022;Myriam;0;0;0;0
The complexity and heterogeneity of the #tumor microenvironment remains a key challenge for a better understanding of #cancer development, progression and treatment  📃Read more: ;01/03/2022;Emma2014;0;0;0;0
E²-RADIatE: the #OligoCare cohort has now enrolled 250 patients. Learn more about this registry project for patients with oligometastatic disease.  👉;01/04/2022;Axel10;0;0;0;0
Immune checkpoint inhibitors have shown promising results for some types of #cancer … but what are they?   🔎Take a closer look … ;01/04/2022;Eliott2011;0;0;0;0
New paper from @EORTC_QLG: Minimally important differences for interpreting the EORTC QLQ‐C30 in patients with advanced colorectal #cancer treated with chemotherapy #qualityoflife #ColonCancer #chemo   👉;01/03/2022;Ethan2018;0;0;0;0
Study about gender effects on quality of life and symptom burden in patients with #lung #cancer   ➡️📃 ;01/05/2022;Sara2016;77;0;0;0
REMINDER ;01/02/2022;Selim5;0;0;0;0
@EORTC is looking for #biostatisticians  Interested in working at the forefront of methodological development through collaborations with several international initiatives?   👨‍💻 Biostatistician ;01/04/2022;Hugo20;0;0;0;0
Regulators and academics paving new paths for clinical cancer research  #IBCD2020 Virtual will explore routes through the constantly evolving scientific, methodological and regulatory environment for drug and biomarker development.  Register here: ;01/01/2022;Ilyan2018;103;0;0;0
#EBCC12 Late Breaking Abstract Deadline  REMINDER Submission Closes: Friday 28 August at 21:00 CEST ;01/04/2022;Léonard2012;0;0;0;0
🔬 Some new #cancer treatments harness the #ImmuneSystem to fight disease.   🔎 One of the goals of #IMMUcan is to better understand this mechanism. ;01/02/2022;Malo7;0;0;0;0
“Results from a 1-day workshop on the assessment of quality of life in cancer patients: a joint initiative of the JCOG and the EORTC was published in JJCO! ;01/03/2022;Haroun2016;34;340;0;1020
NEWS ARTICLE: GDPR in the scope of clinical research and secondary use of data: EMA discussion paper  ;01/04/2022;Gabrielle2011;0;0;0;0
@EORTC is looking for #biostatisticians  Interested in working at the forefront of methodological development through collaborations with several international initiatives?   👨‍💻 Biostatistician ;01/04/2022;Sarah2010;0;0;10;0
Day 26 of #50DaysofMAMS - Clinical trial designs for rare diseases: Studies developed and discussed by the International Rare Cancers Initiative ;01/04/2022;Lola6;0;0;0;0
@EORTC_QLG is looking for a Support Officer.   Interested in working with our Quality of Life department?   📌Apply now: ;01/03/2022;Sami;0;0;0;0
When a project’s language is too technical, it can be challenging to engage non-expert readers.   That is why #IMMUcan is launching a series to help explain the more technical aspects of our project.   🔎Watch this space! ;01/03/2022;Théo7;0;0;0;0
Minimally important differences for interpreting the EORTC QLQ‐C30 in advanced colorectal cancer patients treated with chemotherapy ;01/01/2022;Soline5;0;0;0;0
DEADLINE ALERT: Abstract Submission ends today at 21:00 CEST. Showcase your latest work at #EBCC12 Virtual event. 2-3 October 2020. Submit here: ;01/04/2022;Juliette18;0;0;41;0
Do you want to be part of a clinical operations team and support the coordination of #cancer clinical trials?  Then, apply for the position of Clinical Operations Assistant  ;01/02/2022;Maël2017;0;0;0;0
#IMMUcan aims to set up a Biobank of Human Biological material for future #CancerResearch👨‍🔬   👥100+ #LungCancer #BreastCancer &amp  #ColonCancer patient samples, including already analysed results are in the Biobank &amp  Database   👉 ;01/01/2022;Enzo2017;0;0;0;0
#ebcc12 Have you submitted your abstract?  ABSTRACT SUBMISSION DEADLINE CLOSING DATE: 29 July 2020 at 21:00 CET  Submit here: ;01/03/2022;Agathe2010;0;0;0;0
@EORTC is looking for an experienced biostatistician !   Apply here: ;01/01/2022;Sacha2015;0;0;0;0
📊 You have strong analytical skills? 👨‍💻 You have a good knowledge of #DataManagement?  👩‍⚕️ You are interested in working for the #cancer #clinicalresearch leader in Europe?    @EORTC is looking for a Clinical  Data Manager: ;01/05/2022;Iris2018;0;0;14;0
@EORTC proudly supports The Brain Tumour Patients’ Charter of Rights so we can all work to reduce inequalities in treatment, care and support across the world. ;01/05/2022;Damien;0;0;0;0
👩‍⚕️📊📃Discover @EORTC annual report 2019 ;01/02/2022;Anas2016;105;420;0;3360
@EORTC Head &amp  Neck Young Investigators Group  Free webinar! join!  Dr. Neus Basté @hospitalclinic @idibaps  TODAY: Milan classification and pre-operative tools for salivary gland tumours: implications in the treatment  ;01/02/2022;Eva7;0;0;0;0
Pt.2- The Molecular Reports are discussed with an expert👩‍🔬👨‍🔬 panel called a Molecular Tumor Board to assess possible treatments for patients👥  So far, we’ve held 8 meetings to discuss 43 different patient cases &amp  were able to recommend treatment for 32% of lung cancer patients🫁 ;01/04/2022;Liam2013;0;0;26;0
@ROAMtrial has now reopened in UK. Nottingham first site to recruit a patient post-lockdown! Congrats to Dr Foweraker and team.  @EORTC stayed open and continued to recruit 👏.  We need ‘just one more patient’ from each site to complete recruitment.;01/04/2022;Pénélope5;42;294;0;588
Congratulations Divine for your thesis on “Assessment of health-related quality of life in cancer #clinicaltrials : clinical relevance and methodological barriers” based on your research at @EORTC. We wish you all the best!   EORTC Fellowship ;01/02/2022;Éléonore6;0;0;0;0
July is dedicated to #sarcoma Awareness, our Partner @Anticancerfund has published an interesting article that captures the need for more clinical trials in Sarcoma and includes EORTC’s STRASS II trial  Read more ;01/01/2022;Liam17;0;0;17;0
🧪So far 103 patient samples passed step 1⃣quality control at @IBBLuxembourg lab. Next the samples go to @CeGaT_GmbH where 2⃣the genomic info is processed to identify important changes &amp  3⃣create Molecular Reports that can inform clinicians  ⏭️Find out whats next in the next post ;01/02/2022;Léo2014;0;0;0;0
Read @EORTC network experience about COVID19 and its impact on clinical #cancer research   ➡️ ;01/04/2022;Nina12;0;0;15;0
If you hadn't had the chance to read it yet, take a look at our story about @EORTC Imaging Group paper where they outlined the impact of COVID-19 on imaging in oncological trials @MarionSmits @LaureFournierRx @CCaramellaiot @joostverhoeff @WolfgangGKunzMD  ;01/01/2022;Nolan2015;0;0;0;0
Thrilled to attend the first virtual @EORTC @myESMO @EuropeanCancer @AACRFoundation workshop on methods in clinical cancer research today! This year is going virtual but still a great opportunity to develop trial concepts in breast oncology &amp  #gerionc #bcsm ;01/03/2022;Sara2015;0;0;8;0
#ENASymp Abstract Submission closes Today. Present your work at ENA 2020 Virtual Symposium. To submit visit ;01/03/2022;Tom2015;0;0;0;0
CDDF is excited to announce newly elected board members and officers. We warmly welcome incoming board member, Prof. Eva Skovlund, Prof. Ruth Plummer, and Dr. Catarina Edfjäll. For more information about our new leadership, visit the CDDF website: ;01/03/2022;Julie2013;94;0;0;0
#IMMUcan is presenting two posters:  1⃣#4281- Overcoming pre-analytical variabilities for peripheral blood mononuclear cells &amp  exosome profiling in the IMMUcan multicenter study  and  2⃣#3767- IMMUcan: Broad cellular &amp  molecular profiling of the human tumor microenvironment ;01/01/2022;Mya2016;0;0;0;0
#ENASymp: Abstract Submission Extended and closes this Wednesday. Have you submitted yet? Visit ;01/03/2022;Simon2017;0;0;0;0
@EORTC would like to congratulate Dr Piet Ost @piet_ost in becoming chair of the newly formed #Radiation Oncology Scientific Council. He will lead the council to oversee all radiation #oncology activities at EORTC. Welcome to this new and important role!  #CancerResearch ;01/04/2022;Gaspard2010;0;0;0;0
@EORTC and @cddf_eu announce new collaboration  #CancerResearch #DrugDevelopment #oncology   ➡️ ;01/04/2022;Noah2016;0;0;0;0
The #COVID19 pandemic showed that health professionals need reliable and up to date #information to combat #health threats.   Take a look at our short video from 2019 on how #MedicalSocieties provide quality information to doctors➡️;01/04/2022;Marin2017;0;0;0;0
Impact of the COVID-19 crisis on imaging in oncological trials. Discussed in an Editorial by the @EORTC Imaging Group in EJNMMI. @MarionSmits @LaureFournierRx @CCaramellaiot @joostverhoeff. ;01/01/2022;Robin2013;0;0;0;0
@EORTC #QOL Group (;01/03/2022;Lola2010;0;0;3;0
Would you like to work in a research area that has a positive impact on cancer patient’s life?  We are looking for a Regulatory Affairs / Site Activation Manager  Apply here ➡️  ;01/02/2022;William;0;0;24;0
@EORTC is looking for a Regulatory Affairs Administrator.   Interested?   Apply here ➡️ ;01/04/2022;Léa10;0;0;0;0
Are you a health care professional? Do you want to use @EORTC #QOL measures in your clinic? We are developing an online course for clinical staff and we need your views to make it happen. Let us know with this 10-min survey: ;01/03/2022;César2012;0;0;0;0
#IMMUcan aims to understand how the immune system and tumours interact &amp  their response to treatment   So far, 182 patients👥 in 11 countries🌍have signed up to share their samples🧪  Head to 👉;01/03/2022;Gabriel26;0;0;0;0
Nice work about radiation therapy in clinical trials #RTQA #radonc   Thank you all for your collaboration! @RTTQA @NRGonc @TROGfightcancer #JCOG #QUARTETproject @NPL @iaeaorg ;01/02/2022;Adam2015;0;0;0;0
The updated results of MINDACT confirmed that post menopausal patients whom risk is categorized as clinical high and genomic low, could be safely spared from adjuvant chemotherapy. while, for pre-menopausal, physician-patient dialogue to decide together #ASCO20 @EORTC @OncoAlert ;01/04/2022;Maxime2011;0;0;19;0
@EORTC, supported by ECCO, will be pushing for an independent, patient-centred societal approach to decision-making in healthcare systems. We will name this new approach ‘the State of Science in Care.’ ;01/04/2022;Raphaël19;16;0;0;0
CT-IO in SCLC — KN604 — OS curves : ~copy/paste of other studies, these (now familiar) shapes suggest only 10% of pts really derive an IO benefit. How to select pt? Our @EORTC REACTION ph2 randomized only chemosensitive pts after 2xEP. Enrollment completed! @teekayowo #ASCO20 ;01/05/2022;Sohan2017;0;0;18;0
#ASCO20 MINDACT Long-term results of the large prospective trial testing the 70-gene signature MammaPrint as guidance for adjuvant chemotherapy in breast cancer patients  #Breastcancer #EORTCstudy #Chemotherapy  📌;01/04/2022;Elise2012;0;0;0;0
#ASCO20 Pembrolizumab versus placebo after complete resection of high-risk stage III melanoma: New recurrence-free survival results at three-year median follow-up presented by Prof. A. Eggermont  #Melanoma #EORTCstudy #cancerresearch @EORTC  📃Read more: ;01/03/2022;Camille8;0;0;0;0
How does #IMMUcan process large #⃣s of tumour molecular &amp  cellular profiling data?🧐We use tailored software pipelines to generate standardised data –enabling more simple, more robust &amp  more powerful analyses📈Head to👉;01/05/2022;Hanna6;0;0;0;0
@EORTC researchers discover a treatment for drug-resistant GIST  #GastrointestinalStromalTumors @schoffski  ;01/02/2022;Sasha6;0;0;26;0
5 @EORTC abstracts were selected for the @ASCO annual meeting  #ASCO20   📌Discover which ones: ;01/02/2022;Olivia5;0;0;0;0
It's international #ClinitalTrials day! 2020 will change dramatically how trials are run in future. We'll be seeing a lot more remote monitoring &amp  #RWD 💊👏. Dr Denis Lacombe from @EORTC explains #RWE, pragmatic trials &amp  more in my previous interview here: ;01/03/2022;Camille2015;0;0;0;0
@EORTC Scientific Director, Jan Bogaerts, talks about the evolutions in cancer clinical trials and the increasing use of real world data  📃Read his article: ;01/02/2022;Éléonore2017;0;0;0;0
@EORTC Scientific Development Leader, Laurence Collette, explains us more about how P-values and the notion of statistical significance are very often misinterpreted and misunderstood  📄📊 Read her article: ;01/05/2022;Myriam2012;0;0;0;0
For colorectal cancers @UZLeuven @KU_Leuven, @EORTC &amp  @KingsCollegeLon are working to analyse🔍liquid biopsies🧪blood tests🔬tissue imaging &amp  single-cell sequencing data crucial to determine which patients respond or are resistant to treatment ➡️;01/04/2022;Maxence9;0;0;0;0
@EORTC is conducting over 180 studies 📊 working with more than 5300 collaborators 👨‍⚕️👩‍⚕️ in 50 countries 🌍 !   #LeavingNoCancerPatientBehind #ClinicalTrialsDay #CTD2020 #CancerResearch ;01/04/2022;Victoire13;0;0;33;0
ICYMI: #Psychometric properties of the updated #EORTC module for assessing #qualityoflife in patients with #lungcancer (QLQ-LC29): an international, observational field study ;01/01/2022;Martin12;0;0;0;0
#ECRD2020 @eurordis #SESSION0404: Bringing Real Life into #Therapeutic #Development chaired by @DariaJulkowska - #ejprd- n #DanielOConnor - @MHRAgovuk - Speakers: #AnjaSchiel #NorwegianMedicinesAgency #FaisalAhmed  @RareEndoERN #EuRRECa #MadelinePe @EORTC  #NickSireau @AKUSociety ;01/03/2022;Chloé18;0;0;0;0
State of science discussion at @EORTC to define the new challenges and opportunities for clinical research in radiation oncology  #radiotherapy #radiology #RadTwitter   ;01/04/2022;Nathan21;0;0;0;0
@EORTC in collaboration with @EFGCP @patvocates @WECANadvocate @EFPIA @LeuvenU are organizing a #webinar to give the results from their pan-European research project  Join us on 6th May to know the results (free access to patients)  👉 ;01/04/2022;Clémence9;0;0;0;0
Access to clinical trials across EU-MS borders is important but often inaccessible &amp  full of hurdles. We've conducted research with @EORTC @EFGCP @WECANadvocate @patvocates @EFPIA @LeuvenU. Webinar on 6 May 17CET to share results. Limited spaces available: ;01/03/2022;Elena;0;0;0;0
Collaboration between @EORTC and JCOG (Japan Clinical Oncology Group) is moving forward.   Read more about their last symposium in February: ;01/02/2022;Inès11;0;0;0;0
@EORTC receives support from @Anticancerfund for EORTC study: STRASS II trial in high-risk retroperitoneal sarcoma, an aggressive and rare cancer affecting the soft tissues of the body  #rarecancer #LeavingNoCancerPatientBehind  📄 ;01/03/2022;Maël2013;0;0;0;0
#COVIDー19 has impacted projects and work across the world. Please find here an official statement from the #IMMUcan consortium on the impact of the pandemic on our work. ;01/04/2022;Océane5;0;0;0;0
The #EORTC State of Science in #RadiationOncology ;01/02/2022;Sophie2016;0;0;14;0
🛎️ The IMMUcan patient corner is now live on the project website. Head to 👉;01/03/2022;Tom11;0;0;0;0
Our colleagues are sharing their experiences with cancer care and COVID-19 around the world @ASCO   ➡️ ;01/03/2022;Noé2012;0;0;0;0
Evidence-based v precision medicine. We ask: are they irreconcilable or inseparable? How do you build an evidence base to inform treatments tailored to the unique biology of each patient &amp  their disease? @MyESMO @cancervariants @EORTC @euapmbrussels ;01/04/2022;Alix;96;0;0;0
Common questions about COVID-19 and cancer: answers for patients and survivors from @ASCO @CancerAdvocacy @rschilsky  📄 ;01/03/2022;Ismaël5;0;0;0;0
@EORTC is looking for a Fellow in Biostatistics. Interested?  ➡️ Apply here: ;01/03/2022;Paul16;0;0;33;0
#StayHomeChallenge accepted! 57 @IMMUcan participants from 28 partners called into the digital General Assembly on 20 March. Partners presented their work so far, challenges faced and #goals for the months ahead. @IMI_JU #immunotherapy 👉;01/02/2022;Alexis8;0;0;0;0
On 20 March @IMMUCan project partners dialled in to the General Assembly. The GA is an opportunity to take stock of the work done so far, and align on the priorities in the months ahead. @IMI_JU #IMMUcan #Immunotherapy @EORTC @eupatientsforum ;01/03/2022;Ava;88;0;0;0
Online first: #Psychometric properties of the updated #EORTC module for assessing #qualityoflife in patients with #lungcancer (QLQ-LC29): an international, observational field study #lcsm ;01/02/2022;Charles;0;0;0;0
Patients must come first: @EORTC will take all measures necessary to ensure that trials continue  #COVID2019 #LeavingNoCancerPatientsBehind   ;01/03/2022;Elsa;0;0;0;0
@cementino Our IT people are the best!;01/04/2022;Daniel5;0;0;0;0
How to bridge the gap and make drug development more ‘patient-focused’? Our recent study with @EORTC and @KU_Leuven provides policy options.  @toiapatrizia @EwaKopacz @pdsutter @EvaKaili Image by @RegnierPot  ➡ ;01/02/2022;Paul13;0;0;0;0
#Icymi  #EBCC12 conference has been postponed to 30 Sept - 2 October 2020 in Barcelona. Read more ;01/03/2022;Lina2012;0;0;0;0
How to move to more patient-centred drug development? It is about bridging the gap between efficacy (=demonstrated in clinical drug trials) &amp  effectiveness (=how a drug performs in the real world). @EORTC @toiapatrizia @EwaKopacz @pdsutter @EvaKaili  ⬇ ;01/03/2022;Lou2015;0;0;16;0
Happy Women’s Day! ;01/01/2022;Victoire2014;0;0;0;0
Proud to be part of the team for 28 years! ;01/02/2022;Emma;0;0;0;0
Proud to celebrate #InternationalWomensDay at EORTC. 69% of our scientific staff are women. Join us ;01/02/2022;Alix11;0;0;0;0
#EBCC12: In view of the spread of Coronavirus (COVID-19), EBCC12 conference has been postponed to 30 Sept - 2 October 2020 in Barcelona  ;01/03/2022;Ismaël6;0;0;0;0
🔵 #SPECTA is a collaborative European platform that helps deliver high-quality, molecular and pathological screening across tumor types to aid patient selection into clinical trials   📹 Watch the video to learn more : ;01/05/2022;Lou10;0;0;6;0
Luuk Schipper on Whole Genome Sequencing and the importance of having sequencing at least once in a lifetime - WIDE Study. EORTC 2 day event in Cancer Clinical Research. @EORTC ;01/03/2022;Anna2011;0;0;0;0
Thank you to @Roche @Boehringer @IpsenGroup @bmsnews for your support #Patientcourse2020 ;01/02/2022;Sohan2017;0;0;0;0
Janette Rawlinson told her journey as a cancer patient and the many difficulties she had to face before and after being diagnosed #Patientcourse2020 ;01/01/2022;Nolan2018;0;0;0;0
Interesting talks by all speakers  on biology, pathology, genetics and immunology @eortc #patientcourse2020 How to speed up diagnostics  how to improve efficacy of immunotherapy, do we need to combine therapies? Many burning questions from the audience. ;01/02/2022;Héloïse2012;0;0;0;0
The achievements and potential of immune-oncology by Dr. @KalijnBol #Patientcourse2020 @EORTC ;01/04/2022;Simon2014;27;243;0;1458
📣Cross-border access to clinical trials is a puzzle that #Europe needs to solve.   💡Greater facilitation for cross-border #clinicaltrials is possible through further legal &amp  administrative clarification.   🔎Read more in the #ECCOSummit Report: ;01/04/2022;Gabrielle2012;0;0;0;0
As always such a nice talk by Paul Huang @HuangLabICR  discussing cancer biology: from drivers of tumour growth to targets of therapy @EORTC #patientcourse2020 ;01/04/2022;Anas9;0;0;6;0
@EORTC Patient course is starting: let's understand research better, identify the opportunities and meet patient advocates ! #Patientcourse2020 #cancerresearch #LeavingNoCancerPatientBehind @Winette_vdGraaf @Amocras ;01/04/2022;Lisa10;59;0;0;0
❓What does a better future for #European clinical #cancerresearch look like? Experts from @EORTC @EFPIA  @EMA_News @EUnetHTA and others discussed at the #ECCOSummit.   🔎Read the Report: ;01/04/2022;Jade13;0;0;0;0
IDDI Symposium on randomized clinical trials, Brussels, April 22! Info &amp  registration: ;01/03/2022;Valentine2012;18;0;31;0
Analysis from 2nd randomization within the @EORTC @BIGagainstBC #MINDACT trial published in @ASCO_pubs: no apparent difference between #anthracycline-based #chemotherapy vs. #docetaxel #capecitabine in early high-risk #BreastCancer #OncoAlert #bcsm @ASCO  ;01/03/2022;Noah2016;78;624;0;7488
@EORTC Quality of life department is looking for an Administrative Assistant to be part of their team. Interested? Apply now ;01/03/2022;Samuel2011;0;0;0;0
Do you want to help @EORTC implementing translational research in their clinical trials? Now is your chance, EORTC is looking for a Translational Research Scientist.  Join us now! ;01/04/2022;Romane2012;0;0;0;0
#EBCC12 Late Breaking Abstracts closing tomorrow: Friday 14 February at 21:00 CET. Have you submitted yet?;01/03/2022;Lou2014;0;0;0;0
The highlight of my time at the European Parliament was the honour of interviewing @EORTC Director General Dr Denis Lacombe. Aspirational efforts to put patients at the centre of #DrugDevelopment - eye-opener to changes needed in #HealthcareSystems💊⤵️  ;01/03/2022;Axel7;0;0;0;0
Our longstanding partnership with Walgreens Boots Alliance (WBA) led to an expansion of European clinical #cancerresearch in 2019. Learn more about our impact in the 2019 WBA #CSR Report ;01/03/2022;Manon7;0;0;0;0
Huge congrats to @NicolaRosenfel2 and the team at @royalmarsdenNHS for recruiting their 2nd patient - less than 4 months after opening! Let's try to make February a high-recruiting month across all sites! @jenkinsonmd @EORTC @cancertrials_ie @TROGfightcancer #ROAMtrial #research ;01/02/2022;Victoria7;0;0;0;0
The @EU_Commission has launched an EU-wide public consultation on its Beating #Cancer Plan. We can make a difference with prevention and research, a new data strategy and equality in treatment across Europe”: ;01/05/2022;Noham5;0;0;0;0
#ICYMI ;01/05/2022;Mohammed;6;30;14;300
#MCCRWorkshop Deadline reminder TODAY 21:00 CET- Have you finalised your application to attend a week-long course designed to educate and train early-career investigators in the best practices of #clinicaltrialdesign? Apply NOW ;01/04/2022;Louise23;0;0;0;0
Marie-Sophie Robert is a Project Manager @EORTC. Here's how she will contribute to the development of #cancerresearch. #WeareEORTC #IamandIWill #WorldCancerDay ;01/03/2022;Luca6;0;0;0;0
Find out how the Chair of the @EORTC Lung Cancer Group @BenjaminBesseMD intends to contribute to the development of #cancerresearch #IAmAndIWill #WeareEORTC #WorldCancerDay ;01/04/2022;Maëlys2015;19;190;39;2280
#WorldCancerDay We will keep listening, focusing on what is important for patients, and improve Quality of Life #QoL #cancer. Especially for children and young people #CHILD #AYA @EORTC_QLG @HSciences ;01/04/2022;Assia2016;0;0;10;0
#WorldCancerDay Denis Lacombe is Director General of @EORTC. Hear how EORTC will continue to contribute to the development of #cancerresearch in the coming year #IAmAndIWill ;01/04/2022;Raphaël38;39;390;0;1560
.@EORTC calls for the interests of patients to take centre stage in the development of new treatments #WorldCancerDay #WeareEORTC ;01/02/2022;Auguste5;0;0;0;0
‼️ Important new guidelines for analysis of patient-reported outcomes (#PROs) in cancer trials from @EORTC ;01/04/2022;Mathilde2014;26;0;0;0
Standards for quality of life measurements @OncoAlert #OncoAlert ;01/02/2022;Manon15;36;0;0;0
#Researchers develop first international standards for quality of life measurement in #cancer. Watch the video here: ;01/02/2022;Yann;0;0;0;0
Dr. Paolo Bossi will talk about immunotherapy in head &amp  neck cancer at the 41st PAMM/EORTC Winter Meeting on 13-15 February 2020 in Stockholm #PAMM2020 @EORTC  📅Register here: ;01/03/2022;Léo13;0;0;0;0
PRESS RELEASE: Researchers develop first international standards for quality of life measurement in cancer ;01/01/2022;Isaac8;0;0;0;0
Ηi Roger just saw your post, read the article and posted it! There are several voices including @EORTC patients and researchers raising against current situation in research. ;01/04/2022;Giulia5;0;0;0;0
At the @EORTC Quality of Life in Cancer Clinical Trials Conference @NCRI_partners Head of Strategy and Initiatives Ian Lewis (@DrIanto) presented our work with @JamesLind to identify the research priorities of cancer patients and survivors #LWBC #QOL2019 ;01/04/2022;Adèle7;0;0;0;0
Move to patient-centred research. Trends in cancer research to small studies makes research drug-centred, increases parient risk, denies society crucial information. This proposal from @eortc would give patient benefit priority. ;01/01/2022;Alexis10;0;0;0;0
New paper in Journal of Cancer Policy: @EORTC observes that independent clinical research is confronted to policies and regulations implemented for pharmaceutical research and drug development programs . ;01/03/2022;Lina11;0;0;0;0
#EBCC12 Deadline Alert: Late Breaking Abstracts Opening 1-14 February. Will you present your LBAs in Barcelona? ;01/03/2022;Bertille2011;0;0;0;0
#MCCRWorkshop - Time is ticking - Will you apply? ;01/03/2022;Ethan2018;0;0;0;0
Dr. Elisa Giovannetti, secretary of the 41st PAMM/EORTC Winter Meeting on 13-15 February 2020 in Stockholm #PAMM2020 @EORTC  📅Register here: ;01/03/2022;Gabrielle2013;0;0;0;0
🇪🇺 #CJEU sustained @EMA_News policy on #access to clinical study reports!    🔬 Read a statement by our #AccesstoMedicines Task Force and @EORTC on the importance of the policy and steps we should take to further improve #research #data #transparency!🔗;01/04/2022;Alice2011;0;0;0;0
Bursaries are an added value bonus  -) #mccrworkshop ;01/01/2022;Lilou;0;0;0;0
@bayman_neil @finn_corinne @myESMO @AACR @ESTRO_RT One from the archives!;01/01/2022;Côme2017;0;0;17;0
👍👏 ;01/03/2022;Olivia2016;0;0;0;0
Does pharmaceutical research need a revamp to improve patient treatments and outcomes? #ClinicalTrials #TreatmentOptimisation #DrugDevelopment  ;01/04/2022;Nélia2015;26;260;0;1820
1️⃣ month left before the 41st PAMM/EORTC Winter Meeting on 13-15 February 2020 in Stockholm #PAMM2020  @EORTC  📅Register here: ;01/03/2022;Mathys5;0;0;0;0
#MCCRWorkshop Want an opportunity to attend a week-long course designed to educate and train early-career investigators in the best practices of #clinicaltrialdesign? Apply NOW ;01/02/2022;Alicia6;99;99;18;1089
Last chance to register for the CDDF Spring Conference 2020! Join our #multistakeholder discussions to accelerate the delivery of effective #oncology agents to #cancerpatients! To register click here: ;01/04/2022;Capucine2016;0;0;0;0
@DeRieneke will talk about “Immunology and head and neck cancer: from bench to bedside” at the 41st PAMM/EORTC Winter Meeting on 13-15 February 2020 in Stockholm  #PAMM2020 @EORTC  📅Register here: ;01/03/2022;Timothée10;0;0;0;0
#EBCC12 Abstract meeting done. We'll be contacting all those who submitted by 24 Jan at the latest. Will you be in Barcelona? 18-20 March? register now at ;01/04/2022;Gaspard6;0;0;0;0
#icymi ;01/04/2022;Alexandre;0;0;0;0
Researchers develop the first definitive classification system for oligometastatic disease ;01/05/2022;Lucas28;0;0;0;0
Review: Characterisation &amp  classification of #oligometastatic disease: a @ESTRO_RT and @EORTC consensus recommendation ;01/02/2022;Damien;0;0;0;0
Visit the 2020 Workshop website at ;01/04/2022;Sami2015;42;0;0;0
Thank you for all the collaborations and work to support our mission to improve the quality of life of cancer patients and survivors. Wishing you and your loved ones all the best for 2020! 🎉;01/03/2022;Zayn2018;0;0;0;0
Congratulations Winan! As one of EORTC’s early career investigator leaders, we are proud that you have been awarded with this grant! ;01/03/2022;Noham2018;0;0;0;0
As the year ends, our thoughts are with the patients and their families enduring cancer through this period. We, our members and staff, continue to strive to innovate treatment and care, bringing new therapeutic resolutions, which improve survival and quality of life of patients. ;01/01/2022;Chloé26;50;100;0;100
The role of a physicist in a clinical trial organisation by our very own @cementino #clinicaltrials ;01/04/2022;Anna2012;0;0;0;0
Will you join the @EORTC-@myESMO-@AACR #Workshop on Methods in Clinical Cancer Research for an inspiring experience and a greater understanding of #cancer research? 🏙️Sint-Michielsgestel, Netherlands 🗓️26 June - 2 July 2020 Learn more by clicking here! ⤵️ ;01/04/2022;Clara;0;0;30;0
Europa Donna President, Mona Elzayat is co-Chair of the next #EBCC12 in March 2020 ;01/02/2022;Garance7;0;0;0;0
👏👍 who else will join us?! Apply now  -) ;01/03/2022;Léon5;8;80;0;160
